# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.948171794414520264e-01 1.868067979812622070e-01 0.000000000000000000e+00 1.000000000000000000e+00 3.050623238086700439e-01 1.862776577472686768e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.275326848030090332e+00
1.000000000000000000e+03 8.886672556400299072e-03 7.454741746187210083e-03 2.773899510088995157e-08 3.401438298169523478e-04 1.006854139268398285e-02 7.409934420138597488e-03 2.773899510088995157e-08 3.401438298169523478e-04 7.904600501060485840e-01
2.000000000000000000e+03 5.301552824676036835e-03 4.215192981064319611e-03 9.229878514815936796e-07 1.211857816088013351e-04 5.522363353520631790e-03 4.410773981362581253e-03 9.229878514815936796e-07 1.211857816088013351e-04 5.984494090080261230e-01
3.000000000000000000e+03 1.369933248497545719e-03 1.849874272011220455e-03 2.172787390009034425e-06 1.894849447126034647e-05 1.455441233702003956e-03 1.631451072171330452e-03 2.172787390009034425e-06 1.894849447126034647e-05 2.970360219478607178e-01
4.000000000000000000e+03 1.517193886684253812e-04 1.710836077108979225e-04 1.852537479862803593e-06 3.215105266463069711e-07 1.581473043188452721e-04 1.022088181343860924e-04 1.852537479862803593e-06 3.215105266463069711e-07 6.128019466996192932e-02
5.000000000000000000e+03 2.145111830031964928e-05 1.950330806721467525e-05 1.631184964878684696e-08 3.601689968490973115e-08 1.921540206240024418e-05 1.265485843759961426e-05 1.631184964878684696e-08 3.601689968490973115e-08 1.330941077321767807e-02
6.000000000000000000e+03 4.596760118147358298e-05 2.993150337715633214e-05 6.143307928141439334e-06 1.217099566019896884e-06 4.753508983412757516e-05 3.151495548081584275e-05 6.143307928141439334e-06 1.217099566019896884e-06 7.873635739088058472e-03
7.000000000000000000e+03 3.312031039968132973e-04 4.400533798616379499e-04 5.739944390370510519e-05 6.076351201045326889e-05 3.421495202928781509e-04 4.467963881324976683e-04 5.739944390370510519e-05 6.076351201045326889e-05 2.348642610013484955e-02
8.000000000000000000e+03 1.090881141863064840e-05 8.641672138764988631e-06 8.785902991803595796e-07 1.014690496958792210e-06 1.169812821899540722e-05 8.182212695828638971e-06 8.785902991803595796e-07 1.014690496958792210e-06 3.302148776128888130e-03
9.000000000000000000e+03 1.632727435207925737e-05 1.227713437401689589e-05 1.896235517051536590e-06 8.462860705549246632e-07 1.692481055215466768e-05 1.108055585063993931e-05 1.896235517051536590e-06 8.462860705549246632e-07 4.694026894867420197e-03
1.000000000000000000e+04 4.350211384007707238e-06 2.841977675416273996e-06 9.520825017261813628e-08 2.375462599957245402e-07 4.360605998954270035e-06 3.185465402566478588e-06 9.520825017261813628e-08 2.375462599957245402e-07 2.307621762156486511e-03
1.100000000000000000e+04 3.077961309827514924e-06 1.220816670866042841e-06 2.029832302241629804e-09 5.238689482212066650e-10 3.362505822224193253e-06 1.316243924520676956e-06 2.029832302241629804e-09 5.238689482212066650e-10 1.611058018170297146e-03
1.200000000000000000e+04 6.229780847206711769e-04 5.757186445407569408e-04 1.213808209286071360e-04 5.563734521274454892e-05 6.367785972543060780e-04 5.824441323056817055e-04 1.213808209286071360e-04 5.563734521274454892e-05 2.946297451853752136e-02
1.300000000000000000e+04 2.027335767706972547e-06 7.974198297233670019e-07 3.062837983236477157e-09 8.952980579124414362e-10 2.354844355068053119e-06 9.212333225150359794e-07 3.062837983236477157e-09 8.952980579124414362e-10 1.231103087775409222e-03
1.400000000000000000e+04 5.525492269953247160e-06 6.328780273179290816e-06 1.091409558284794912e-06 1.271886617359996308e-06 5.282150141283636913e-06 6.888474672450684011e-06 1.091409558284794912e-06 1.271886617359996308e-06 3.121645888313651085e-03
1.500000000000000000e+04 1.620355874365486670e-06 4.408139773204311496e-07 1.731747545363759855e-08 9.766282005330140237e-09 2.044835810011136346e-06 5.623223842121660709e-07 1.731747545363759855e-08 9.766282005330140237e-09 9.162668138742446899e-04
1.600000000000000000e+04 1.477091927881701849e-06 3.115662821073783562e-07 3.447278018597899063e-10 4.780531526193954051e-11 1.847731937232310884e-06 4.587230932884267531e-07 3.447278018597899063e-10 4.780531526193954051e-11 8.891961770132184029e-04
1.700000000000000000e+04 2.286803828610572964e-05 2.093602961394935846e-05 9.278016477765049785e-06 1.128552639784174971e-06 2.413706533843651414e-05 2.166054764529690146e-05 9.278016477765049785e-06 1.128552639784174971e-06 5.292615387588739395e-03
1.800000000000000000e+04 3.788912363233976066e-05 3.548821769072674215e-05 7.846212611184455454e-06 5.871450412087142467e-06 3.882125383825041354e-05 3.658235073089599609e-05 7.846212611184455454e-06 5.871450412087142467e-06 7.166697643697261810e-03
1.900000000000000000e+04 1.343296730738074984e-06 1.876714890158837079e-07 4.871884007329185806e-10 1.202806743094697595e-10 1.713725509944197256e-06 3.767503642393421615e-07 4.871884007329185806e-10 1.202806743094697595e-10 7.291578222066164017e-04
2.000000000000000000e+04 1.475433600717224181e-05 2.321819192729890347e-05 4.173063189227832481e-06 6.288491931627504528e-06 1.383885046379873529e-05 2.438727278786245733e-05 4.173063189227832481e-06 6.288491931627504528e-06 5.454969592392444611e-03
